MODEL,SN,LSET,RUN,JOB,EYE,DATETIME,LTYPE,INSDRSPH,INSDRCYL,INSDRAX,INSDRPRVM,INSDRPRVA,INSPRSPH,INSPRCYL,INSPRAX,INSPRPRVM,INSPRPRVA,INSNRSPH,INSNRCYL,INSNRAX,INSNRPRVM,INSNRPRVA,INSCTHK,INSDIA,INSGMC,INSAV,INSDOT,INSDBPH,INSDBPV,INSDBPA,FLAG,COMMENT
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,PAL023,R,2018-05-02T14:44:37Z,NA,-0.0275,0.045,90.788,1.344357467,-88.67867985,0.4085,0.157,139.989,1.189010092,-87.63812898,1.87,0.244,95.76,0.729451849,109.8757358,2.004,68.855,0.025,0.017,0.103,0.047,-0.176,0.06,test,Made by Essilor in Creteil
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,PAL024,R,2018-05-02T14:55:12Z,NA,4.9855,0.039,177.829,4.218166426,-86.90154303,5.167,0.096,113.143,0.357994413,-50.44033203,5.919,0.066,72.715,6.920413644,99.271768,7.48,68.511,0.033,-0.006,0.121,0.362,-0.072,-1.464,test,Made by Essilor in Creteil
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,PAL024,R,2018-05-02T14:48:06Z,NA,4.988,0.036,169.615,4.309755562,-88.36456202,5.161,0.104,109.152,0.403267901,-72.68835389,5.914,0.078,75.266,6.825463647,100.3221153,7.474,68.508,0.033,-0.005,0.109,0.362,-0.114,-1.725,test,Made by Essilor in Creteil
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,PAL024,R,2018-05-02T14:47:16Z,NA,4.991,0.03,169.964,4.279423442,-88.0716678,5.1605,0.101,109.024,0.380005263,-67.0785811,5.916,0.074,77.933,6.867829424,99.92727273,7.474,68.502,0.033,-0.004,0.111,0.363,-0.134,-1.649,test,Made by Essilor in Creteil
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,SVE002,R,2018-05-02T15:00:57Z,NA,-6.111,0.48,119.928,0.085510233,79.21570213,-6.111,0.48,119.928,0.085510233,79.21570213,NA,NA,NA,NA,NA,1.414,64.879,0.232,0.023,0.288,NA,NA,NA,test,Made by Essilor in Creteil
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,SVE002,R,2018-05-02T15:00:26Z,NA,-6.1255,0.491,120.494,0.091241438,27.40757544,-6.1255,0.491,120.494,0.091241438,27.40757544,NA,NA,NA,NA,NA,1.408,64.879,0.229,0.023,0.279,NA,NA,NA,test,Made by Essilor in Creteil
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,SVE002,R,2018-05-02T14:59:44Z,NA,-6.124,0.488,120.248,0.069971423,30.96375653,-6.124,0.488,120.248,0.069971423,30.96375653,NA,NA,NA,NA,NA,1.413,64.881,0.229,0.021,0.28,NA,NA,NA,test,Made by Essilor in Creteil
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,SVE005,R,2018-05-02T15:03:21Z,NA,-2.2105,0.493,89.973,0.163248277,9.520021866,-2.2105,0.493,89.973,0.163248277,9.520021866,NA,NA,NA,NA,NA,1.36,64.565,0.155,0.01,0.238,NA,NA,NA,test,Made by Essilor in Creteil
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,SVE005,R,2018-05-02T15:02:47Z,NA,-2.2105,0.493,90.088,0.095126232,12.13682446,-2.2105,0.493,90.088,0.095126232,12.13682446,NA,NA,NA,NA,NA,1.363,64.555,0.156,0.01,0.237,NA,NA,NA,test,Made by Essilor in Creteil
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,SVE005,R,2018-05-02T15:01:52Z,NA,-2.207,0.496,90.013,0.130361037,-16.48875371,-2.207,0.496,90.013,0.130361037,-16.48875371,NA,NA,NA,NA,NA,1.364,64.559,0.156,0.009,0.243,NA,NA,NA,test,Made by Essilor in Creteil
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,SVE006,R,2018-05-02T15:05:09Z,NA,0.11,0.006,105.91,0.334282814,6.699823564,0.11,0.006,105.91,0.334282814,6.699823564,NA,NA,NA,NA,NA,1.854,64.384,0.024,0.042,0.084,NA,NA,NA,test,Made by Essilor in Creteil
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,SVE006,R,2018-05-02T15:04:38Z,NA,0.1105,0.005,106.228,0.328283414,5.068018127,0.1105,0.005,106.228,0.328283414,5.068018127,NA,NA,NA,NA,NA,1.851,64.382,0.024,0.042,0.082,NA,NA,NA,test,Made by Essilor in Creteil
PROMAPPER,002,2018_ESS_RR_BATCH1,20180503ESS,SVE006,R,2018-05-02T15:04:07Z,NA,0.109,0.004,103.575,0.309195731,2.038794639,0.109,0.004,103.575,0.309195731,2.038794639,NA,NA,NA,NA,NA,1.854,64.375,0.024,0.042,0.084,NA,NA,NA,test,Made by Essilor in Creteil
